Name,Date of Birth,Height,Position,Points per Set,Aces per Set,Blocks per Set,Reception Percentage,Attack Percentage,volleybox,Nationality,League Site
PETROVIC NIKOLA,07/12/1994,192cm,Setter,0.79(70/89),0.31(28/89),0.21(19/89),0%(0/9),76%(48/63),https://volleybox.net/nikola-petrovic-p15442,SRB,https://ossrb-web.dataproject.com/PlayerDetails.aspx?TeamID=773&PlayerID=990&ID=62
VULIKIC ANDRIJA,02/02/1997,195cm,Setter,0.89(86/97),0.27(26/97),0.36(35/97),0%(0/15),72%(50/69),https://volleybox.net/andrija-vulikic-p32884,SRB,https://ossrb-web.dataproject.com/PlayerDetails.aspx?TeamID=772&PlayerID=4507&ID=62
KISIC ZARKO,05/04/1986,197cm,Setter,0.6(54/90),0.22(20/90),0.2(18/90),0%(0/6),72%(34/47),https://volleybox.net/zarko-kisic-p31164,SRB,https://ossrb-web.dataproject.com/PlayerDetails.aspx?TeamID=767&PlayerID=58&ID=62
CUBRILO LUKA,22/07/1988,204cm,Setter,0.62(26/42),0.19(8/42),0.21(9/42),0%(0/2),78%(18/23),https://volleybox.net/luka-cubrilo-p5263,SRB,https://ossrb-web.dataproject.com/PlayerDetails.aspx?TeamID=768&PlayerID=37&ID=62
JOSE MANUEL CARRASCO ANGULO,20/05/1989,193cm,Setter,0.36(34/95),0.11(10/95),0.13(12/95),0%(0/8),75%(24/32),https://volleybox.net/jose-carrasco-p4299,SRB,https://ossrb-web.dataproject.com/PlayerDetails.aspx?TeamID=764&PlayerID=6761&ID=62
POLOMAC ANDREJ,24/08/2004,201cm,Setter,0.56(40/71),0.08(6/71),0.14(10/71),0%(0/7),72%(48/66),https://volleybox.net/andrej-polomac-p56820,SRB,https://ossrb-web.dataproject.com/PlayerDetails.aspx?TeamID=774&PlayerID=5492&ID=62
SORMAZ LUKA,07/06/1989,197cm,Setter,0.8(51/64),0.08(5/64),0.2(13/64),0%(0/2),83%(66/79),https://volleybox.net/luka-sormaz-p6767,SRB,https://ossrb-web.dataproject.com/PlayerDetails.aspx?TeamID=766&PlayerID=4702&ID=62
OKOSANOVIC Stefan,14/08/1994,205cm,Opposite,4.96(347/70),0.6(42/70),0.33(23/70),0%(0/6),48%(282/592),https://volleybox.net/stefan-okosanovic-p10727,SRB,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=174&PlayerID=5301&ID=42
VAN DEN DRIES Bram,14/09/1989,208cm,Opposite,4.95(406/82),0.43(35/82),0.68(56/82),0%(0/2),47%(315/677),https://volleybox.net/bram-van-den-dries-p70,BEL,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=179&PlayerID=5137&ID=42
HERNANDEZ Fernando Ramos,11/09/1989,196cm,Opposite,4.93(350/71),0.51(36/71),0.35(25/71),25%(4/16),51%(289/568),https://volleybox.net/fernando-hernandez-p293,CUB,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=177&PlayerID=5314&ID=42
MICHALOVIC Peter,26/05/1990,200cm,Opposite,4.52(298/66),0.21(14/66),0.2(13/66),66%(4/6),45%(271/599),https://volleybox.net/peter-michalovic-p1159,SVK,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=172&PlayerID=5195&ID=42
HIDALGO Salvador Oliva,27/12/1985,195cm,Wing-spiker,4.34(347/80),0.95(76/80),0.2(16/80),49%(213/435),53%(255/484),https://volleybox.net/salvador-hidalgo-oliva-p318,GER,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=176&PlayerID=5296&ID=42
STERN Toncek,14/11/1995,200cm,Opposite,4.32(354/82),0.44(36/82),0.3(25/82),33%(2/6),50%(293/583),https://volleybox.net/toncek-stern-p4311,SLO,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=176&PlayerID=5295&ID=42
YORDANOV Bojan,12/03/1983,N/A,Opposite,4.3(275/64),0.09(6/64),0.27(17/64),28%(2/7),50%(252/509), ,BUL,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=173&PlayerID=145&ID=42
MILIS Nikolaos,-,N/A,Opposite,4.15(166/40),0.12(5/40),0.25(10/40),N/A,48%(151/315), ,GRE,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=178&PlayerID=4608&ID=42
MOLINA Pedro,07/04/1999,200cm,Wing-spiker,4.07(273/67),0.51(34/67),0.28(19/67),52%(227/433),48%(220/457),https://volleybox.net/pedro-molina-p27682,PUR,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=173&PlayerID=5298&ID=42
SIKUKU Igobe,21/10/1994,204cm,Opposite,4.05(154/38),0.39(15/38),0.24(9/38),34%(22/63),46%(130/284),https://volleybox.net/igobe-sikuku-p32606,BOT,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=175&PlayerID=5270&ID=42
RAPTIS Alexandros,16/02/2000,190cm,Wing-spiker,3.81(309/81),0.42(34/81),0.35(28/81),43%(223/513),45%(247/545),https://volleybox.net/alexandros-raptis-p15526,GRE,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=179&PlayerID=5031&ID=42
TORRES TRONCOSO Adalbert Lazaro,11/07/1996,N/A,Wing-spiker,3.78(87/23),0.17(4/23),0.26(6/23),40%(38/96),46%(77/168),https://volleybox.net/user/LazaroTorres,CUB,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=180&PlayerID=5281&ID=42
KOVAR Jiri,10/04/1989,202cm,Wing-spiker,3.6(252/70),0.27(19/70),0.2(14/70),58%(202/347),55%(219/396),https://volleybox.net/jiri-kovar-p655,ITA,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=177&PlayerID=5313&ID=42
CHAVERS Corey,17/01/1997,196cm,Wing-spiker,3.4(245/72),0.32(23/72),0.26(19/72),48%(177/369),42%(203/482),https://volleybox.net/corey-chavers-p26678,USA,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=174&PlayerID=5300&ID=42
CAIO Cezar,11/03/1987,N/A,Opposite,3.36(178/53),0.17(9/53),0.13(7/53),57%(4/7),41%(162/399), ,BRA,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=181&PlayerID=5099&ID=42
MENDEZ IGLESIAS Liosbel,01/01/1990,198cm,Opposite,3.31(119/36),0.19(7/36),0.22(8/36),0%(0/2),43%(104/241),https://volleybox.net/liosbel-mendez-p103667,CUB,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=180&PlayerID=5277&ID=42
FROMM Christian,15/09/1990,204cm,Wing-spiker,3.22(209/65),0.26(17/65),0.28(18/65),59%(227/387),47%(175/374),https://volleybox.net/christian-fromm-p2029,GER,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=172&PlayerID=5154&ID=42
GENOV Yavor,22/12/1990,190cm,Wing-spiker,3.15(214/68),0.12(8/68),0.26(18/68),51%(273/533),41%(188/461),https://volleybox.net/yavor-genov-p31762,BUL,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=181&PlayerID=5287&ID=42
ΜΑΥΡΟΒΟΥΝΙΩΤΗΣ Αργύρης,22/06/1991,N/A,Wing-spiker,3.12(125/40),0.12(5/40),0.28(11/40),57%(130/228),44%(109/250), ,GRE,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=178&PlayerID=4173&ID=42
SANDER Brendan,22/12/1995,N/A,Wing-spiker,3(36/12),0.17(2/12),0.25(3/12),48%(23/48),46%(31/68), ,USA,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=177&PlayerID=5338&ID=42
REGO RICARDO Alexandre Gomes,09/01/1991,N/A,Wing-spiker,3(198/66),0.21(14/66),0.33(22/66),55%(212/384),47%(162/348), ,BRA,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=174&PlayerID=5302&ID=42
KOUMENTAKIS Rafail,05/05/1993,203cm,Wing-spiker,2.94(200/68),0.26(18/68),0.4(27/68),54%(166/306),47%(155/331),https://volleybox.net/rafail-koumentakis-p561,GRE,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=176&PlayerID=4102&ID=42
DJURIC Mitar,25/04/1989,211cm,Middle-blocker,2.74(118/43),0.42(18/43),0.98(42/43),80%(4/5),75%(118/156),https://volleybox.net/mitar-djuric-p555,GRE,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=172&PlayerID=94&ID=42
ΦΡΑΓΚΟΣ Ανδρέας,21/12/1989,N/A,Wing-spiker,2.7(219/81),0.25(20/81),0.26(21/81),57%(234/411),45%(178/400), ,GRE,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=177&PlayerID=118&ID=42
ALGHOUL Mohammed,21/03/1994,N/A,Middle-blocker,2.67(187/70),0.07(5/70),0.89(62/70),15%(2/13),83%(240/286), ,LIB,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=181&PlayerID=5286&ID=42
FLORES Roland Jackson,08/07/1996,197cm,Wing-spiker,2.67(96/36),0.17(6/36),0.17(6/36),48%(99/208),45%(84/187),https://volleybox.net/roland-jackson-flores-p96488,CUB,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=180&PlayerID=5278&ID=42
PAJENK Alen,23/04/1986,203cm,Middle-blocker,2.67(224/84),0.51(43/84),0.42(35/84),36%(4/11),77%(292/377),https://volleybox.net/alen-pajenk-p1123,SLO,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=176&PlayerID=5203&ID=42
KLINKENBERG Kevin,04/10/1990,197cm,Wing-spiker,2.65(146/55),0.31(17/55),0.16(9/55),58%(158/271),47%(120/258),https://volleybox.net/kevin-klinkenberg-p81,BEL,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=172&PlayerID=5310&ID=42
RANGEL  Lucas Victor Ferreira,20/10/1990,210cm,Middle-blocker,2.54(175/69),0.07(5/69),0.55(38/69),N/A,60%(133/221),https://volleybox.net/lucas-victor-rangel-p188,BRA,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=177&PlayerID=4677&ID=42
MOREIRA Maycon Junior,09/08/1994,200cm,Middle-blocker,2.51(181/72),0.35(25/72),0.65(47/72),64%(18/28),81%(218/266),https://volleybox.net/maycon-moreira-p7082,BRA,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=174&PlayerID=5303&ID=42
CHANDRINOS Spyros,30/11/1997,200cm,Wing-spiker,2.44(66/27),0.22(6/27),0.26(7/27),42%(39/93),44%(53/120),https://volleybox.net/spyros-chandrinos-p34553,GRE,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=176&PlayerID=5163&ID=42
RODRIGO ABRAO Ruiz Daniel,17/09/1996,196cm,Wing-spiker,2.37(159/67),0.15(10/67),0.22(15/67),53%(191/363),39%(134/343),https://volleybox.net/rodrigo-ruiz-abrao-p5571,BRA,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=175&PlayerID=5012&ID=42
JARVIS Joey,22/12/1995,N/A,Wing-spiker,2.34(68/29),0.17(5/29),0.48(14/29),51%(94/183),32%(49/153), ,CAN,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=175&PlayerID=5269&ID=42
JORNA Gijs,30/05/1989,197cm,Wing-spiker,2.33(182/78),0.18(14/78),0.15(12/78),59%(211/360),43%(156/359),https://volleybox.net/gijs-jorna-p2470,NED,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=179&PlayerID=5315&ID=42
COSTA Deivid,26/04/1988,206cm,Middle-blocker,2.29(64/28),0.18(5/28),0.68(19/28),40%(2/5),81%(80/98),https://volleybox.net/deivid-junior-costa-p4013,BRA,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=179&PlayerID=5196&ID=42
BRYAN Gustavo Oscar,20/06/1997,N/A,Middle-blocker,2.18(131/60),0.1(6/60),0.5(30/60),66%(10/15),79%(190/239), ,CUB,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=173&PlayerID=5211&ID=42
GLADSTONE Magalhaes,28/02/1997,207cm,Middle-blocker,2.16(158/73),0.34(25/73),0.51(37/73),66%(8/12),73%(192/260),https://volleybox.net/gladstone-magalhaes-de-jesus-p7376,BRA,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=181&PlayerID=4930&ID=42
ARMENAKIS Apostolos,20/04/1980,200cm,Middle-blocker,2.11(76/36),0.19(7/36),0.61(22/36),66%(4/6),75%(94/124),https://volleybox.net/apostolos-armenakis-p540,GRE,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=178&PlayerID=147&ID=42
VOULKIDIS Theodoros,01/01/1996,200cm,Middle-blocker,2.09(171/82),0.3(25/82),0.51(42/82),57%(4/7),75%(208/276),https://volleybox.net/theodoros-voulkidis-p7731,GRE,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=179&PlayerID=4401&ID=42
KANELLOS Gerasimos,25/08/1987,201cm,Middle-blocker,1.92(77/40),0.1(4/40),0.35(14/40),40%(2/5),75%(118/156),https://volleybox.net/gerasimos-kanellos-p5593,GRE,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=178&PlayerID=48&ID=42
RIZOPOULOS Dimitris,26/08/1984,201cm,Wing-spiker,1.92(140/73),0.37(27/73),0.16(12/73),58%(161/276),37%(101/270),https://volleybox.net/dimitris-rizopoulos-p5564,GRE,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=181&PlayerID=81&ID=42
VAIOPOULOS Vaggelis,11/03/1997,202cm,Middle-blocker,1.85(122/66),0.12(8/66),0.47(31/66),25%(2/8),71%(166/233),https://volleybox.net/vaggelis-vaiopoulos-p26917,GRE,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=175&PlayerID=5205&ID=42
ZOUPANI Nikos,18/03/1989,202cm,Opposite,1.85(48/26),0.12(3/26),0.0(0/26),N/A,48%(45/93),https://volleybox.net/nikos-zoupani-p5234,GRE,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=176&PlayerID=4237&ID=42
SARIKEISOGLOU Michalis,28/04/1983,188cm,Wing-spiker,1.81(38/21),0.1(2/21),0.1(2/21),48%(48/100),38%(34/90),https://volleybox.net/michalis-sarikeisoglou-p554,GRE,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=180&PlayerID=37&ID=42
ANDREADIS Andreas,14/01/1982,205cm,Middle-blocker,1.81(114/63),0.13(8/63),0.4(25/63),50%(8/16),75%(162/214),https://volleybox.net/andreas-andreadis-p1836,GRE,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=173&PlayerID=92&ID=42
PENA BARRETO Jhonlenn Cruz,14/05/1987,N/A,Wing-spiker,1.8(27/15),0.0(0/15),0.13(2/15),56%(48/85),43%(25/58), ,VEN,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=178&PlayerID=5316&ID=42
ΠΕΤΡΕΑΣ Γιώργος,19/11/1986,N/A,Middle-blocker,1.77(143/81),0.11(9/81),0.54(44/81),66%(2/3),74%(180/243), ,GRE,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=177&PlayerID=31&ID=42
BOZIDIS Vasileios,01/01/2002,N/A,Wing-spiker,1.75(7/4),0.0(0/4),0.25(1/4),28%(5/18),70%(12/17), ,GRE,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=181&PlayerID=5292&ID=42
DEMIRCI Altay,14/04/1999,205cm,Wing-spiker,1.69(44/26),0.12(3/26),0.04(1/26),52%(111/215),30%(40/135),https://volleybox.net/altay-demirci-p33409,TUR,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=175&PlayerID=5342&ID=42
PAPALEXIOU Giorgos,28/08/1999,202cm,Middle-blocker,1.69(76/45),0.07(3/45),0.4(18/45),50%(4/8),72%(110/151),https://volleybox.net/giorgos-papalexiou-p7809,GRE,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=172&PlayerID=4908&ID=42
LINARDOS Dimosthenis,14/02/1997,204cm,Middle-blocker,1.55(119/77),0.09(7/77),0.62(48/77),47%(10/21),71%(128/180),https://volleybox.net/dimosthenis-linardos-p28758,GRE,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=176&PlayerID=5108&ID=42
ROJAS Jose Antonio Sandoval,09/05/1994,207cm,Middle-blocker,1.53(29/19),0.11(2/19),0.37(7/19),0%(0/1),63%(40/63),https://volleybox.net/jose-antonio-sandoval-rojas-p17798,CUB,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=180&PlayerID=5280&ID=42
EFREMIDIS Dimitris,19/12/1990,194cm,Wing-spiker,1.51(83/55),0.2(11/55),0.11(6/55),45%(118/262),38%(66/172),https://volleybox.net/dimitris-efremidis-p545,GRE,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=173&PlayerID=40&ID=42
MARKOU Aggelos,01/07/2003,N/A,Opposite,1.5(12/8),0.12(1/8),0.0(0/8),N/A,42%(11/26), ,GRE,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=177&PlayerID=5181&ID=42
GKONAS Nikos,16/03/2002,194cm,Wing-spiker,1.5(18/12),0.08(1/12),0.08(1/12),0%(0/1),28%(16/57),https://volleybox.net/nikos-gkonas-p103674,GRE,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=175&PlayerID=5273&ID=42
ΤΣΕΛΙΟΣ Παρασκευάς,26/07/1997,N/A,Middle-blocker,1.46(54/37),0.19(7/37),0.41(15/37),72%(8/11),59%(64/107), ,GRE,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=180&PlayerID=4580&ID=42
PAPANGELOPOULOS Nikolaos,17/11/1988,N/A,Middle-blocker,1.39(46/33),0.12(4/33),0.45(15/33),66%(6/9),79%(54/68), ,GRE,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=176&PlayerID=61&ID=42
DALAKOURAS Anestis,18/06/1993,199cm,Wing-spiker,1.37(52/38),0.03(1/38),0.21(8/38),41%(70/169),63%(86/135),https://volleybox.net/anestis-dalakouras-p1810,GRE,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=176&PlayerID=4103&ID=42
CHARALABIDIS Dimitris,06/03/1991,N/A,Middle-blocker,1.36(68/50),0.04(2/50),0.32(16/50),75%(6/8),72%(100/137), ,GRE,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=172&PlayerID=41&ID=42
NANOPOULOS Alexandros,09/09/2005,190cm,Wing-spiker,1.32(74/56),0.45(25/56),0.04(2/56),57%(86/149),58%(94/161),https://volleybox.net/alexandros-nanopoulos-p34052,GRE,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=173&PlayerID=5320&ID=42
ΧΗΡΑΣ Αλέξανδρος,-,N/A,Middle-blocker,0.7(7/10),0.1(3/30),0.3(3/10),28%(2/7),64%(46/71), ,GRE,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=175&PlayerID=4536&ID=42
ROUMELIOTAKIS Giannis,25/06/1989,190cm,Wing-spiker,1.27(28/22),0.09(2/22),0.14(3/22),47%(37/78),61%(46/75),https://volleybox.net/giannis-roumeliotakis-p5507,GRE,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=172&PlayerID=112&ID=42
HIERREZUELO Aguirre Raydel,14/07/1987,196cm,Setter,1.14(56/49),0.18(9/49),0.43(21/49),0%(0/2),66%(52/78),https://volleybox.net/raydel-hierrezuelo-aguirre-p313,CUB,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=172&PlayerID=5194&ID=42
PAVLIDIS Pavlos,09/01/2001,196cm,Middle-blocker,1(1/1),0(0/1),0(0/1),N/A,100%(2/2),https://volleybox.net/pavlos-pavlidis-p147014,GRE,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=178&PlayerID=5276&ID=42
KOSTOPOULOS Vasilis,16/02/1995,198cm,Wing-spiker,0.96(27/28),0.11(3/28),0.18(5/28),53%(76/143),69%(38/55),https://volleybox.net/vasilis-kostopoulos-p5738,GRE,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=177&PlayerID=4690&ID=42
KASABALIS Stavros,01/06/1995,N/A,Setter,0.88(61/69),0.3(21/69),0.13(9/69),0%(0/6),79%(62/78), ,GRE,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=181&PlayerID=4316&ID=42
SDRAVKAKIS Nik,30/05/2001,N/A,Wing-spiker,0.88(15/17),0.12(2/17),0.06(1/17),64%(36/56),58%(24/41), ,GRE,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=180&PlayerID=5282&ID=42
HERR Luke,18/07/1994,194cm,Setter,0.88(59/67),0.45(30/67),0.25(17/67),0%(0/3),70%(24/34),https://volleybox.net/luke-herr-p26700,CAN,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=173&PlayerID=5299&ID=42
THEODOSIS Dimitris,27/06/2003,N/A,Middle-blocker,0.87(20/23),0.04(1/23),0.22(5/23),0%(0/2),70%(28/40), ,GRE,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=173&PlayerID=5321&ID=42
ΤΣΙΟΥΤΣΙΟΥΛΟΥΔΗΣ Κωσταντίνος,01/01/1999,N/A,Middle-blocker,0.86(12/14),0.0(0/14),0.36(5/14),N/A,77%(14/18), ,GRE,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=181&PlayerID=4756&ID=42
SOTIRIOU Sotiris,20/04/1986,198cm,Wing-spiker,0.81(35/43),0.05(2/43),0.12(5/43),57%(72/125),65%(56/85),https://volleybox.net/sotiris-sotiriou-p5275,GRE,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=179&PlayerID=33&ID=42
SPILIOTIS Adonis,21/11/2001,N/A,Middle-blocker,0.79(52/66),0.14(9/66),0.3(20/66),40%(2/5),63%(46/72), ,GRE,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=174&PlayerID=5021&ID=42
TAKOURIDIS Giannis,24/05/1988,198cm,Middle-blocker,0.76(19/25),0.04(1/25),0.16(4/25),N/A,93%(28/30),https://volleybox.net/giannis-takouridis-p2353,GRE,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=179&PlayerID=35&ID=42
GUSTAVO Bonatto,02/01/1986,215cm,Middle-blocker,0.75(3/4),0.0(0/4),0.25(1/4),N/A,66%(4/6),https://volleybox.net/gustavo-bonatto-p2732,BRA,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=176&PlayerID=5339&ID=42
WALSH Brett James,19/02/1994,195cm,Setter,0.74(61/82),0.16(13/82),0.28(23/82),0%(0/7),81%(50/61),https://volleybox.net/brett-walsh-p4177,CAN,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=179&PlayerID=5193&ID=42
ADAMI Henrique,15/12/1997,193cm,Setter,0.7(43/61),0.3(18/61),0.3(18/61),0%(0/2),70%(14/20),https://volleybox.net/henrique-adami-p6653,BRA,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=175&PlayerID=5290&ID=42
PAPAGEORGIOU Thanasis,20/10/1998,202cm,Middle-blocker,0.64(18/28),0.11(3/28),0.25(7/28),33%(2/6),59%(16/27),https://volleybox.net/thanasis-papageorgiou-p154947,GRE,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=180&PlayerID=5279&ID=42
BOUTOS Alexandros,09/09/1998,203cm,Opposite,0.64(7/11),0.09(1/11),0.18(2/11),N/A,53%(8/15),https://volleybox.net/alexandros-boutos-p7019,GRE,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=179&PlayerID=4989&ID=42
PAPADOPOULOS Panagiotis,30/04/1992,198cm,Wing-spiker,0.64(14/22),0.14(3/22),0.0(0/22),53%(30/56),51%(22/43),https://volleybox.net/panagiotis-papadopoulos-p5480,GRE,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=172&PlayerID=4153&ID=42
TRAVICA Dragan,28/08/1986,200cm,Setter,0.63(54/86),0.2(17/86),0.21(18/86),0%(0/5),66%(38/57),https://volleybox.net/dragan-travica-p628,ITA,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=176&PlayerID=5297&ID=42
MARKOU Panagiotis,17/05/1997,N/A,Opposite,0.62(5/8),0.12(1/8),0.0(0/8),N/A,88%(8/9), ,GRE,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=173&PlayerID=5340&ID=42
TERZOGLOU Giorgos,06/07/1995,190cm,Wing-spiker,0.62(5/8),0.0(0/8),0.12(1/8),50%(12/24),47%(8/17),https://volleybox.net/giorgos-terzoglou-p12563,GRE,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=178&PlayerID=5008&ID=42
JACOBSEN Axel,10/07/1984,196cm,Setter,0.62(50/81),0.09(7/81),0.3(24/81),0%(0/3),65%(38/58),https://volleybox.net/axel-jacobsen-p377,DEN,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=177&PlayerID=5030&ID=42
FILIPPAKOPOULOS Panagiotis,26/02/2002,194cm,Middle-blocker,0.59(13/22),0.0(0/22),0.27(6/22),0%(0/1),66%(14/21),https://volleybox.net/panagiotis-filippakopoulos-p118594,GRE,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=174&PlayerID=5325&ID=42
MPASIS Achilleas,-,N/A,Middle-blocker,0.54(29/54),0.28(15/54),0.07(4/54),0%(0/1),66%(20/30), ,GRE,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=177&PlayerID=4859&ID=42
KOMITOUDIS Dimitris,04/10/1995,194cm,Setter,0.52(13/25),0.12(3/25),0.08(2/25),0%(0/3),80%(16/20),https://volleybox.net/dimitris-komitoudis-p31485,GRE,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=178&PlayerID=5083&ID=42
SEREMETIS Vasilis,19/02/2003,N/A,Wing-spiker,0.5(1/2),0(0/2),0.0(0/2),66%(2/3),100%(2/2), ,GRE,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=177&PlayerID=5220&ID=42
GIAGOS Sotirios,13/10/1997,N/A,Middle-blocker,0.5(2/4),0.0(0/4),0.25(1/4),0%(0/1),50%(2/4), ,GRE,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=180&PlayerID=5218&ID=42
ΠΑΝΤΑΚΙΔΗΣ Γιάννης,05/02/1985,N/A,Middle-blocker,0.5(3/6),0.0(0/6),0.17(1/6),0%(0/1),36%(4/11), ,GRE,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=180&PlayerID=123&ID=42
ΣΑΚΟΓΛΟΥ Χαραλαμπος,-,N/A,Opposite,0.44(8/18),0.0(0/18),0.06(1/18),40%(2/5),53%(14/26), ,GRE,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=178&PlayerID=4609&ID=42
PAPADOPOULOS Giannis,21/10/1993,192cm,Wing-spiker,0.44(12/27),0.0(0/27),0.07(2/27),33%(20/59),51%(20/39),https://volleybox.net/giannis-papadopoulos-p5514,GRE,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=174&PlayerID=4802&ID=42
ROUSSOPOULOS Theofanis,21/07/2000,N/A,Setter,0.42(13/31),0.06(2/31),0.19(6/31),0%(0/2),90%(10/11), ,GRE,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=174&PlayerID=4821&ID=42
GALIOTOS Markos,01/01/1996,195cm,Setter,0.42(18/43),0.05(2/43),0.09(4/43),0%(0/2),74%(26/35),https://volleybox.net/markos-galiotos-p5599,GRE,https://hvl-web.dataproject.com/PlayerDetails.aspx?TeamID=172&PlayerID=4586&ID=42
